gene_symbol,gene_symbol_official,gene_name,gene_description,gene_type,aliases,other_names,ensembl_gene_id,ensembl_transcript_ids,ensembl_protein_ids,uniprot_swissprot,uniprot_trembl,uniprot_entry_name,entrez_gene_id,refseq_mrna,refseq_protein,refseq_genomic,hgnc_id,omim_id,pharmgkb_id,string_id,pdb_ids,ec_number,interpro_domains,pfam_domains,prosite_domains,chromosome,start_position,end_position,strand,protein_length,subcellular_location,taxonomy_id,homologene_id,wikipedia_url,pathways
RIPK1,RIPK1,receptor interacting serine/threonine kinase 1,"This gene encodes a member of the receptor-interacting protein (RIP) family of serine/threonine protein kinases. The encoded protein plays a role in inflammation and cell death in response to tissue damage, pathogen recognition, and as part of developmental regulation. RIPK1/RIPK3 kinase-mediated necrosis is referred to as necroptosis. Genetic disruption of this gene in mice results in death shortly after birth. [provided by RefSeq, Aug 2017].",protein-coding,AIEFL|IMD57|RIP|RIP-1|RIP1,cell death protein RIP|receptor (TNFRSF)-interacting serine-threonine kinase 1|receptor-interacting protein 1|receptor-interacting protein kinase 1|receptor-interacting serine/threonine-protein kinase 1,ENSG00000137275,ENST00000259808|ENST00000380409|ENST00000479389|ENST00000676591|ENST00000676618|ENST00000676758|ENST00000676965|ENST00000676995|ENST00000677261|ENST00000677361,ENSP00000259808|ENSP00000369773|ENSP00000502975|ENSP00000503002|ENSP00000503154|ENSP00000503708|ENSP00000503978|ENSP00000504232|ENSP00000504592|ENSP00000504823,Q13546,A0A7I2V404|A0A7I2V5Y1,RIPK1_HUMAN,8737,NM_001317061.3|NM_001354930.2|NM_001354931.2|NM_001354932.2|NM_001354933.2|NM_001354934.2|NM_003804.6|XM_006715237.4|XM_017011403.2|XM_017011404.3,NP_001303990.1|NP_001341859.1|NP_001341860.1|NP_001341861.1|NP_001341862.1|NP_001341863.1|NP_003795.2|XP_006715300.2|XP_016866892.1|XP_016866893.1,NC_000006.12|NC_060930.1|NG_063914.1,10019,603453,PA34394,9606.ENSP00000259808,4ITH|4ITI|4ITJ|4NEU|5HX6|5TX5|5V7Z|6AC5|6C3E|6C4D|6HHO|6NW2|6NYH|6OCQ|6R5F|6RLN|7CJB|7FCZ|7FD0|7XMK,2.7.11.1,IPR000488|IPR000719|IPR001245|IPR008271|IPR011009|IPR011029|IPR037934|IPR051681,PF00531|PF07714|PF00069,PS50011|PS50017,6,3063824.0,3115187.0,1.0,671,Cytoplasm|Cell membrane,9606,2820.0,RIPK1,biocarta:ceramidepathway|biocarta:deathpathway|biocarta:hivnefpathway|biocarta:keratinocytepathway|biocarta:nfkbpathway|kegg:hsa04064|kegg:hsa04210|kegg:hsa04217|kegg:hsa04620|kegg:hsa04621|netpath:Pathway_EGFR1|netpath:Pathway_TNFalpha|netpath:Pathway_TWEAK|pid:caspase_pathway|pid:ceramide_pathway|pid:faspathway|pid:hivnefpathway|pid:p38alphabetapathway|reactome:R-HSA-109581|reactome:R-HSA-140534|reactome:R-HSA-1606322|reactome:R-HSA-162582|reactome:R-HSA-1643685|wikipathways:WP1449|wikipathways:WP1772|wikipathways:WP2036|wikipathways:WP231|wikipathways:WP2513
KRAS,NRAS,"NRAS proto-oncogene, GTPase","This is an N-ras oncogene encoding a membrane protein that shuttles between the Golgi apparatus and the plasma membrane. This shuttling is regulated through palmitoylation and depalmitoylation by the ZDHHC9-GOLGA7 complex. The encoded protein, which has intrinsic GTPase activity, is activated by a guanine nucleotide-exchange factor and inactivated by a GTPase activating protein. Mutations in this gene have been associated with somatic rectal cancer, follicular thyroid cancer, autoimmune lymphoproliferative syndrome, Noonan syndrome, and juvenile myelomonocytic leukemia. [provided by RefSeq, Jun 2011].",protein-coding,ALPS4|CMNS|KRAS|N-ras|NCMS|NRAS1|NS6,GTPase NRas|N-ras protein part 4|neuroblastoma RAS viral (v-ras) oncogene homolog|neuroblastoma RAS viral oncogene homolog|proto-oncogene GTPase,ENSG00000213281,ENST00000369535|ENST00000899430|ENST00000931009|ENST00000931010,ENSP00000358548|ENSP00000569489|ENSP00000601068|ENSP00000601069,P01111,Q5U091,RASK_HUMAN,4893,NM_002524.5,NP_002515.1,NC_000001.11|NC_060925.1|NG_007572.1,7989,164790,PA31768,9606.ENSP00000256078,2N9C|3CON|5UHV|6E6H|6MPP|6ULI|6ULK|6ULN|6ULR|6UON|6WGH|6ZIO|6ZIR|6ZIZ|7F68|7OW3|7OW4|7OW5|7OW6|7PB2,3.6.5.2,IPR001806|IPR005225|IPR020849|IPR027417,PF00071,PS51419|PS51420|PS51421,1,114704469.0,114716771.0,-1.0,189,"Cell membrane|Endomembrane system|Cytoplasm, cytosol",9606,55661.0,Neuroblastoma RAS viral oncogene homolog,kegg:hsa04010|kegg:hsa04012|kegg:hsa04014|kegg:hsa04015|kegg:hsa04062|pid:cd8tcrdownstreampathway|pid:cd8tcrpathway|pid:cmyb_pathway|pid:cxcr3pathway|pid:ephbfwdpathway|reactome:R-HSA-109582|reactome:R-HSA-112314|reactome:R-HSA-112315|reactome:R-HSA-112316|reactome:R-HSA-112399|wikipathways:WP2261|wikipathways:WP2290|wikipathways:WP231|wikipathways:WP2586|wikipathways:WP2828
NRAS,NRAS,"NRAS proto-oncogene, GTPase","This is an N-ras oncogene encoding a membrane protein that shuttles between the Golgi apparatus and the plasma membrane. This shuttling is regulated through palmitoylation and depalmitoylation by the ZDHHC9-GOLGA7 complex. The encoded protein, which has intrinsic GTPase activity, is activated by a guanine nucleotide-exchange factor and inactivated by a GTPase activating protein. Mutations in this gene have been associated with somatic rectal cancer, follicular thyroid cancer, autoimmune lymphoproliferative syndrome, Noonan syndrome, and juvenile myelomonocytic leukemia. [provided by RefSeq, Jun 2011].",protein-coding,ALPS4|CMNS|KRAS|N-ras|NCMS|NRAS1|NS6,GTPase NRas|N-ras protein part 4|neuroblastoma RAS viral (v-ras) oncogene homolog|neuroblastoma RAS viral oncogene homolog|proto-oncogene GTPase,ENSG00000213281,ENST00000369535|ENST00000899430|ENST00000931009|ENST00000931010,ENSP00000358548|ENSP00000569489|ENSP00000601068|ENSP00000601069,P01111,Q5U091,RASN_HUMAN,4893,NM_002524.5,NP_002515.1,NC_000001.11|NC_060925.1|NG_007572.1,7989,164790,PA31768,9606.ENSP00000358548,2N9C|3CON|5UHV|6E6H|6MPP|6ULI|6ULK|6ULN|6ULR|6UON|6WGH|6ZIO|6ZIR|6ZIZ|7F68|7OW3|7OW4|7OW5|7OW6|7PB2,3.6.5.2,IPR001806|IPR005225|IPR020849|IPR027417,PF00071,PS51419|PS51420|PS51421,1,114704469.0,114716771.0,-1.0,189,Cell membrane|Golgi apparatus membrane,9606,55661.0,Neuroblastoma RAS viral oncogene homolog,kegg:hsa04010|kegg:hsa04012|kegg:hsa04014|kegg:hsa04015|kegg:hsa04062|pid:cd8tcrdownstreampathway|pid:cd8tcrpathway|pid:cmyb_pathway|pid:cxcr3pathway|pid:ephbfwdpathway|reactome:R-HSA-109582|reactome:R-HSA-112314|reactome:R-HSA-112315|reactome:R-HSA-112316|reactome:R-HSA-112399|wikipathways:WP2261|wikipathways:WP2290|wikipathways:WP231|wikipathways:WP2586|wikipathways:WP2828
HRAS,HRAS,"HRas proto-oncogene, GTPase","This gene belongs to the Ras oncogene family, whose members are related to the transforming genes of mammalian sarcoma retroviruses. The products encoded by these genes function in signal transduction pathways. These proteins can bind GTP and GDP, and they have intrinsic GTPase activity. This protein undergoes a continuous cycle of de- and re-palmitoylation, which regulates its rapid exchange between the plasma membrane and the Golgi apparatus. Mutations in this gene cause Costello syndrome, a disease characterized by increased growth at the prenatal stage, growth deficiency at the postnatal stage, predisposition to tumor formation, cognitive disability, skin and musculoskeletal abnormalities, distinctive facial appearance and cardiovascular abnormalities. Defects in this gene are implicated in a variety of cancers, including bladder cancer, follicular thyroid cancer, and oral squamous cell carcinoma. Multiple transcript variants, which encode different isoforms, have been identified for this gene. [provided by RefSeq, Jul 2008].",protein-coding,C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras,GTP- and GDP-binding peptide B|GTPase HRas|Ha-Ras1 proto-oncoprotein|Harvey rat sarcoma viral oncogene homolog|Harvey rat sarcoma viral oncoprotein,ENSG00000276536,ENST00000610977|ENST00000615062|ENST00000616241|ENST00000631404|ENST00000631627|ENST00000631967|ENST00000632658|ENST00000632849|ENST00000633137|ENST00000633700,ENSP00000480317|ENSP00000480686|ENSP00000482366|ENSP00000488225|ENSP00000488296|ENSP00000488397|ENSP00000488757,P01112,A0A804HKM6|X5D945|A0A804HJ06|A0A8C8MQR2|A0A0J9YXG8,RASH_HUMAN,3265,NM_001130442.3|NM_001318054.2|NM_005343.4|NM_176795.5|XM_054368610.1,NP_001123914.1|NP_001304983.1|NP_005334.1|NP_789765.1|XP_054224585.1,NC_000011.10|NC_060935.1|NG_007666.1|NT_187586.1,5173,190020,PA29444,9606.ENSP00000407586,121P|1AA9|1AGP|1BKD|1CLU|1CRP|1CRQ|1CRR|1CTQ|1GNP|1GNQ|1GNR|1HE8|1IAQ|1IOZ|1JAH|1JAI|1K8R|1LF0|1LF5,3.6.5.2,IPR001806|IPR005225|IPR020849|IPR027417,PF00071,PS51419|PS51420|PS51421,11,532242.0,537343.0,-1.0,189,Cell membrane|Golgi apparatus|Golgi apparatus membrane,9606,55890.0,HRAS,biocarta:at1rpathway|biocarta:barrestinsrcpathway|biocarta:bcrpathway|biocarta:biopeptidespathway|biocarta:cardiacegfpathway|kegg:hsa04010|kegg:hsa04012|kegg:hsa04014|kegg:hsa04015|kegg:hsa04062|netpath:Pathway_EGFR1|netpath:Pathway_IL3|netpath:Pathway_IL5|netpath:Pathway_IL6|netpath:Pathway_KitReceptor|pid:a6b1_a6b4_integrin_pathway|pid:ajdiss_2pathway|pid:ar_nongenomic_pathway|pid:bcr_5pathway|pid:cd8tcrdownstreampathway|reactome:R-HSA-109582|reactome:R-HSA-112314|reactome:R-HSA-112315|reactome:R-HSA-112316|reactome:R-HSA-112399|smpdb:SMP00320|smpdb:SMP00321|smpdb:SMP00358|smpdb:SMP00391|wikipathways:WP185|wikipathways:WP2032|wikipathways:WP2034|wikipathways:WP2037|wikipathways:WP2261
RAC1,RNASE1,"ribonuclease A family member 1, pancreatic","This gene encodes a member of the pancreatic-type of secretory ribonucleases, a subset of the ribonuclease A superfamily. The encoded endonuclease cleaves internal phosphodiester RNA bonds on the 3'-side of pyrimidine bases. It prefers poly(C) as a substrate and hydrolyzes 2',3'-cyclic nucleotides, with a pH optimum near 8.0. The encoded protein is monomeric and more commonly acts to degrade ds-RNA over ss-RNA. Alternative splicing occurs at this locus and four transcript variants encoding the same protein have been identified. [provided by RefSeq, Jul 2008].",protein-coding,RAC1|RIB1|RNS1,HP-RNase|RIB-1|RNase 1|RNase A|RNase upI-1,ENSG00000129538,ENST00000340900|ENST00000397967|ENST00000397970|ENST00000412779|ENST00000555698|ENST00000884083|ENST00000884084|ENST00000884085|ENST00000884086|ENST00000884087,ENSP00000344193|ENSP00000381057|ENSP00000381060|ENSP00000399493|ENSP00000451058|ENSP00000554142|ENSP00000554143|ENSP00000554144|ENSP00000554145|ENSP00000554146,P07998,G3V357|W0UV93,RAC1_HUMAN,6035,NM_002933.5|NM_198232.3|NM_198234.3|NM_198235.3,NP_002924.1|NP_937875.1|NP_937877.1|NP_937878.1,NC_000014.9|NC_060938.1,10044,180440,PA34412,9606.ENSP00000348461,1DZA|1E21|1H8X|1Z7X|2E0J|2E0L|2E0M|2E0O|2K11|2Q4G|3F8G|4KXH,4.6.1.18,IPR001427|IPR023411|IPR023412|IPR036816,PF00074,,14,20801228.0,20802884.0,-1.0,192,Cell membrane|Melanosome|Cytoplasm,9606,7919.0,RNASE1,reactome:R-HSA-1266738|reactome:R-HSA-9612973|reactome:R-HSA-9613829|reactome:R-HSA-9615710|reactome:R-HSA-9734767
CDC42,CDC42,cell division cycle 42,"The protein encoded by this gene is a small GTPase of the Rho-subfamily, which regulates signaling pathways that control diverse cellular functions including cell morphology, migration, endocytosis and cell cycle progression. This protein is highly similar to Saccharomyces cerevisiae Cdc 42, and is able to complement the yeast cdc42-1 mutant. The product of oncogene Dbl was reported to specifically catalyze the dissociation of GDP from this protein. This protein could regulate actin polymerization through its direct binding to Neural Wiskott-Aldrich syndrome protein (N-WASP), which subsequently activates Arp2/3 complex. Alternative splicing of this gene results in multiple transcript variants. Pseudogenes of this gene have been identified on chromosomes 3, 4, 5, 7, 8 and 20. [provided by RefSeq, Apr 2013].",protein-coding,CDC42Hs|G25K|TKS,"G25K GTP-binding protein|GTP binding protein, 25kDa|cell division control protein 42 homolog|dJ224A6.1.1 (cell division cycle 42 (GTP-binding protein, 25kD))|dJ224A6.1.2 (cell division cycle 42 (GTP-binding protein, 25kD))",ENSG00000070831,ENST00000315554|ENST00000344548|ENST00000400259|ENST00000411827|ENST00000498236|ENST00000651171|ENST00000652582|ENST00000656825|ENST00000662562|ENST00000667384,ENSP00000314458|ENSP00000341072|ENSP00000383118|ENSP00000398327|ENSP00000496911|ENSP00000498275|ENSP00000499132|ENSP00000499457|ENSP00000499473|ENSP00000499612,P60953,A0A3B3IRV0|A0A590UJK8|A0A8Q3SI43|A0A8Q3WLC5|A0A494BZX6,CDC42_HUMAN,998,NM_001039802.2|NM_001791.4|NM_044472.3,NP_001034891.1|NP_001782.1|NP_426359.1,NC_000001.11|NC_060925.1|NG_047042.3,1736,116952,PA26266,9606.ENSP00000497733,1A4R|1AJE|1AM4|1AN0|1CEE|1CF4|1DOA|1E0A|1EES|1GRN|1GZS|1KI1|1KZ7|1KZG|1NF3|2ASE|2DFK|2KB0|2NGR|2ODB,3.6.5.2,IPR001806|IPR003578|IPR005225|IPR027417|IPR037874,PF00071,PS51419|PS51420|PS51421,1,22052627.0,22101360.0,1.0,191,"Cell membrane|Cytoplasm, cytoskeleton, microtubule organizing center, centrosome|Cytoplasm, cytoskeleton, spindle",9606,123986.0,CDC42,biocarta:actinypathway|biocarta:agrpathway|biocarta:cdc42racpathway|biocarta:malpathway|biocarta:p38mapkpathway|kegg:hsa04010|kegg:hsa04014|kegg:hsa04015|kegg:hsa04062|kegg:hsa04144|pid:ajdiss_2pathway|pid:ar_nongenomic_pathway|pid:avb3_opn_pathway|pid:cdc42_pathway|pid:cdc42_reg_pathway|smpdb:SMP00320|smpdb:SMP00321|wikipathways:WP138|wikipathways:WP1471|wikipathways:WP185|wikipathways:WP1984|wikipathways:WP2018
RHOA,RHOA,ras homolog family member A,"This gene encodes a member of the Rho family of small GTPases, which cycle between inactive GDP-bound and active GTP-bound states and function as molecular switches in signal transduction cascades. Rho proteins promote reorganization of the actin cytoskeleton and regulate cell shape, attachment, and motility. Overexpression of this gene is associated with tumor cell proliferation and metastasis. Multiple alternatively spliced variants have been identified. [provided by RefSeq, Sep 2015].",protein-coding,ARH12|ARHA|EDFAOB|RHO12|RHOH12,Aplysia ras-related homolog 12|epididymis secretory sperm binding protein|oncogene RHO H12|small GTP binding protein RhoA|transforming protein RhoA,ENSG00000067560,ENST00000265538|ENST00000418115|ENST00000422781|ENST00000431929|ENST00000445425|ENST00000454011|ENST00000676712|ENST00000677684|ENST00000678200|ENST00000678921,ENSP00000394483|ENSP00000400175|ENSP00000408402|ENSP00000413587|ENSP00000503282|ENSP00000503490|ENSP00000504180|ENSP00000504494|ENSP00000504603|ENSP00000550139,P61586,C9JX21|A0A024R324|Q9BVT0|A0A7I2YQV1|B4DKN9,RHOA_HUMAN,387,NM_001313941.2|NM_001313943.2|NM_001313944.2|NM_001313945.2|NM_001313946.2|NM_001313947.2|NM_001664.4,NP_001300870.1|NP_001300872.1|NP_001300873.1|NP_001300874.1|NP_001300875.1|NP_001300876.1|NP_001655.1,NC_000003.12|NC_060927.1|NG_051308.1,667,165390,PA134865095,9606.ENSP00000400175,1A2B|1CC0|1CXZ|1DPF|1FTN|1KMQ|1LB1|1OW3|1S1C|1TX4|1X86|1XCG|2RGN|3KZ1|3LW8|3LWN|3LXR|3MSX|3T06|4D0N,3.6.5.2,IPR001806|IPR003578|IPR005225|IPR027417,PF00071,PS51419|PS51420|PS51421,3,49359136.0,49412998.0,-1.0,193,"Cell membrane|Cytoplasm, cytoskeleton|Cleavage furrow",9606,68986.0,RHOA,biocarta:akap13pathway|biocarta:akapcentrosomepathway|biocarta:cardiacegfpathway|biocarta:ccr3pathway|biocarta:cdc42racpathway|kegg:hsa04014|kegg:hsa04015|kegg:hsa04022|kegg:hsa04024|kegg:hsa04062|netpath:Pathway_Alpha6Beta4Integrin|netpath:Pathway_EGFR1|netpath:Pathway_RAGE|netpath:Pathway_TGF_beta_Receptor|netpath:Pathway_Wnt|pid:a4b7_pathway|pid:amb2_neutrophils_pathway|pid:arf6downstreampathway|pid:aurora_b_pathway|pid:avb3_integrin_pathway|reactome:R-HSA-109582|reactome:R-HSA-114604|reactome:R-HSA-1227986|reactome:R-HSA-1266738|reactome:R-HSA-1266738|wikipathways:WP138|wikipathways:WP1528|wikipathways:WP1544|wikipathways:WP2034|wikipathways:WP2272
RPS6,RPS6,ribosomal protein S6,"Ribosomes, the organelles that catalyze protein synthesis, consist of a small 40S subunit and a large 60S subunit. Together these subunits are composed of 4 RNA species and approximately 80 structurally distinct proteins. This gene encodes a cytoplasmic ribosomal protein that is a component of the 40S subunit. The protein belongs to the S6E family of ribosomal proteins. It is the major substrate of protein kinases in the ribosome, with subsets of five C-terminal serine residues phosphorylated by different protein kinases. Phosphorylation is induced by a wide range of stimuli, including growth factors, tumor-promoting agents, and mitogens. Dephosphorylation occurs at growth arrest. The protein may contribute to the control of cell growth and proliferation through the selective translation of particular classes of mRNA. As is typical for genes encoding ribosomal proteins, there are multiple processed pseudogenes of this gene dispersed through the genome. [provided by RefSeq, Jul 2008].",protein-coding,S6|eS6,40S ribosomal protein S6|phosphoprotein NP33|small ribosomal subunit protein eS6,ENSG00000137154,ENST00000315377|ENST00000380381|ENST00000380384|ENST00000380394|ENST00000498815|ENST00000889072|ENST00000889073|ENST00000889074|ENST00000889075|ENST00000889076,ENSP00000369741|ENSP00000369743|ENSP00000369745|ENSP00000369757|ENSP00000559131|ENSP00000559132|ENSP00000559133|ENSP00000559134|ENSP00000559135|ENSP00000559136,P62753,A2A3R5|A2A3R6|A2A3R7,RS6_HUMAN,6194,NM_001010.3,NP_001001.2,NC_000009.12|NC_060933.1,10429,180460,PA34844,9606.ENSP00000369757,4UG0|4V6X|5A2Q|5AJ0|5FLX|5LKS|5OA3|5T2C|5VYC|6F4P|6F4Q|6FEC|6G18|6G4S|6G4W|6G51|6G53|6G5H|6G5I|6IP5,,IPR001377|IPR014401|IPR018282,PF01092,,9,19375715.0,19380282.0,-1.0,249,"Cytoplasm|Nucleus, nucleolus",9606,85949.0,,biocarta:igf1mtorpathway|biocarta:mtorpathway|kegg:hsa03010|kegg:hsa04066|kegg:hsa04150|kegg:hsa04151|kegg:hsa04371|netpath:Pathway_BCR|netpath:Pathway_Gastrin|netpath:Pathway_IL11|netpath:Pathway_IL2|netpath:Pathway_KitReceptor|pid:erbb1_downstream_pathway|pid:il2_pi3kpathway|reactome:R-HSA-1266738|reactome:R-HSA-1430728|reactome:R-HSA-156827|reactome:R-HSA-156842|reactome:R-HSA-156902|wikipathways:WP127|wikipathways:WP2032|wikipathways:WP2034|wikipathways:WP2035|wikipathways:WP2037
RPL5,RPL5,ribosomal protein L5,"Ribosomes, the organelles that catalyze protein synthesis, consist of a small 40S subunit and a large 60S subunit. Together these subunits are composed of four RNA species and approximately 80 structurally distinct proteins. This gene encodes a member of the L18P family of ribosomal proteins and component of the 60S subunit. The encoded protein binds 5S rRNA to form a stable complex called the 5S ribonucleoprotein particle (RNP), which is necessary for the transport of nonribosome-associated cytoplasmic 5S rRNA to the nucleolus for assembly into ribosomes. The encoded protein may also function to inhibit tumorigenesis through the activation of downstream tumor suppressors and the downregulation of oncoprotein expression. Mutations in this gene have been identified in patients with Diamond-Blackfan Anemia (DBA). This gene is co-transcribed with the small nucleolar RNA gene U21, which is located in its fifth intron. As is typical for genes encoding ribosomal proteins, there are multiple processed pseudogenes of this gene dispersed throughout the genome. [provided by RefSeq, Mar 2017].",protein-coding,L5|MSTP030|PPP1R135|uL18,"60S ribosomal protein L5|large ribosomal subunit protein uL18|protein phosphatase 1, regulatory subunit 135",ENSG00000122406,ENST00000315741|ENST00000370321|ENST00000461952|ENST00000470843|ENST00000497519|ENST00000643510|ENST00000644549|ENST00000645119|ENST00000645300|ENST00000645908,ENSP00000359338|ENSP00000359345|ENSP00000473675|ENSP00000493811|ENSP00000495589|ENSP00000550573|ENSP00000550574|ENSP00000550575|ENSP00000550576|ENSP00000550577,P46777,A0A2R8Y4A2|A2RUM7|Q5T7N0|A0A2R8Y6J3|R4GNJ2,RL5_HUMAN,6125,NM_000969.5|NR_146333.1,NP_000960.2,NC_000001.11|NC_060925.1|NG_011779.2|NG_033051.1,10360,603634,PA34755,9606.ENSP00000359345,4UG0|4V6X|5AJ0|5LKS|5T2C|6IP5|6IP6|6IP8|6LQM|6LSR|6LSS|6LU8|6OLE|6OLF|6OLG|6OLI|6OLZ|6OM0|6OM7|6QZP,3.6.5.3,IPR005485|IPR025607,PF14204|PF17144,,1,92831990.0,92841924.0,1.0,297,"Cytoplasm|Nucleus, nucleolus",9606,110649.0,Ribosomal protein L5,kegg:hsa03010|kegg:hsa05171|reactome:R-HSA-1266738|reactome:R-HSA-1430728|reactome:R-HSA-156827|reactome:R-HSA-156842|reactome:R-HSA-156902|wikipathways:WP3888|wikipathways:WP477
RPS3,RPS3,ribosomal protein S3,"Ribosomes, the organelles that catalyze protein synthesis, consist of a small 40S subunit and a large 60S subunit. Together these subunits are composed of 4 RNA species and approximately 80 structurally distinct proteins. This gene encodes a ribosomal protein that is a component of the 40S subunit, where it forms part of the domain where translation is initiated. The protein belongs to the S3P family of ribosomal proteins. Studies of the mouse and rat proteins have demonstrated that the protein has an extraribosomal role as an endonuclease involved in the repair of UV-induced DNA damage. The protein appears to be located in both the cytoplasm and nucleus but not in the nucleolus. Higher levels of expression of this gene in colon adenocarcinomas and adenomatous polyps compared to adjacent normal colonic mucosa have been observed. This gene is co-transcribed with the small nucleolar RNA genes U15A and U15B, which are located in its first and fifth introns, respectively. As is typical for genes encoding ribosomal proteins, there are multiple processed pseudogenes of this gene dispersed through the genome. Multiple alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2012].",protein-coding,S3|uS3,40S ribosomal protein S3|IMR-90 ribosomal protein S3|small ribosomal subunit protein uS3,ENSG00000149273,ENST00000278572|ENST00000422465|ENST00000524851|ENST00000525690|ENST00000525933|ENST00000526248|ENST00000526608|ENST00000527273|ENST00000527446|ENST00000528439,ENSP00000278572|ENSP00000416745|ENSP00000431737|ENSP00000431834|ENSP00000432458|ENSP00000432542|ENSP00000433155|ENSP00000433421|ENSP00000433821|ENSP00000434643,P23396,H0YCJ7|E9PQ96|E9PL09|E9PPU1|E9PQX2,RS3_HUMAN,6188,NM_001005.5|NM_001256802.2|NM_001260506.2|NM_001260507.2,NP_000996.2|NP_001243731.1|NP_001247435.1|NP_001247436.1,NC_000011.10|NC_060935.1,10420,600454,PA34829,9606.ENSP00000278572,1WH9|4UG0|4V6X|5A2Q|5AJ0|5FLX|5LKS|5OA3|5T2C|5VYC|6FEC|6G51|6G53|6G5H|6G5I|6IP5|6IP6|6IP8|6OLE|6OLF,4.2.99.18,IPR001351|IPR004044|IPR005703|IPR009019|IPR015946|IPR018280|IPR036419,PF00189|PF07650,PS50823,11,75394327.0,75422280.0,1.0,243,"Cytoplasm|Nucleus|Nucleus, nucleolus",9606,779.0,RPS3,kegg:hsa03010|kegg:hsa05130|kegg:hsa05132|kegg:hsa05171|reactome:R-HSA-1266738|reactome:R-HSA-1430728|reactome:R-HSA-156827|reactome:R-HSA-156842|reactome:R-HSA-156902
